Mod:Item:MetaData, Localized Name
chisel:acacia_planks:2, Acacia Wood Planks
chisel:acacia_planks:6, Acacia Wood Planks
chisel:acacia_planks:8, Acacia Wood Planks
chisel:acacia_planks:9, Acacia Wood Planks
chisel:acacia_planks:10, Acacia Wood Planks
chisel:acacia_planks:11, Acacia Wood Planks
chisel:acacia_planks:13, Acacia Wood Planks
chisel:acacia_planks:3, Acacia Wood Planks
chisel:acacia_planks:4, Acacia Wood Planks
chisel:acacia_planks:5, Acacia Wood Planks
chisel:acacia_planks:7, Acacia Wood Planks
chisel:acacia_planks:12, Acacia Wood Planks
chisel:acacia_planks:14, Acacia Wood Planks
chisel:acacia_planks:15, Acacia Wood Planks
chisel:dark_oak_planks:1, Dark Oak Wood Planks
chisel:dark_oak_planks:2, Dark Oak Wood Planks
chisel:dark_oak_planks:6, Dark Oak Wood Planks
chisel:dark_oak_planks:8, Dark Oak Wood Planks
chisel:dark_oak_planks:9, Dark Oak Wood Planks
chisel:dark_oak_planks:10, Dark Oak Wood Planks
chisel:dark_oak_planks:11, Dark Oak Wood Planks
chisel:dark_oak_planks:13, Dark Oak Wood Planks
chisel:dark_oak_planks:3, Dark Oak Wood Planks
chisel:dark_oak_planks:4, Dark Oak Wood Planks
chisel:dark_oak_planks:5, Dark Oak Wood Planks
chisel:dark_oak_planks:7, Dark Oak Wood Planks
chisel:dark_oak_planks:12, Dark Oak Wood Planks
chisel:dark_oak_planks:14, Dark Oak Wood Planks
chisel:dark_oak_planks:15, Dark Oak Wood Planks
chisel:woolen_clay:0, Woolen Clay
chisel:woolen_clay:1, Woolen Clay
chisel:woolen_clay:2, Woolen Clay
chisel:woolen_clay:3, Woolen Clay
chisel:woolen_clay:4, Woolen Clay
chisel:woolen_clay:5, Woolen Clay
chisel:woolen_clay:6, Woolen Clay
chisel:woolen_clay:7, Woolen Clay
chisel:woolen_clay:8, Woolen Clay
chisel:woolen_clay:9, Woolen Clay
chisel:woolen_clay:10, Woolen Clay
chisel:woolen_clay:11, Woolen Clay
chisel:woolen_clay:12, Woolen Clay
chisel:woolen_clay:13, Woolen Clay
chisel:woolen_clay:14, Woolen Clay
chisel:woolen_clay:15, Woolen Clay
CarpentersBlocks:blockCarpentersBlock, Carpenter's Block
CarpentersBlocks:blockCarpentersBarrier, Carpenter's Barrier
CarpentersBlocks:blockCarpentersBed, Carpenter's Bed
CarpentersBlocks:blockCarpentersButton, Carpenter's Button
CarpentersBlocks:blockCarpentersCollapsibleBlock, Carpenter's Collapsible Block
CarpentersBlocks:blockCarpentersDaylightSensor, Carpenter's Daylight Sensor
CarpentersBlocks:blockCarpentersDoor, Carpenter's Door
CarpentersBlocks:blockCarpentersFlowerPot, Carpenter's Flower Pot
CarpentersBlocks:blockCarpentersGarageDoor, Carpenter's Garage Door
CarpentersBlocks:blockCarpentersGate, Carpenter's Gate
CarpentersBlocks:blockCarpentersHatch, Carpenter's Hatch
CarpentersBlocks:blockCarpentersLadder, Carpenter's Ladder
CarpentersBlocks:blockCarpentersLever, Carpenter's Lever
CarpentersBlocks:blockCarpentersPressurePlate, Carpenter's Pressure Plate
CarpentersBlocks:blockCarpentersSafe, Carpenter's Safe
CarpentersBlocks:blockCarpentersSlope:0, Carpenter's Wedge Slope
CarpentersBlocks:blockCarpentersSlope:1, Carpenter's Oblique Interior Slope
CarpentersBlocks:blockCarpentersSlope:2, Carpenter's Oblique Exterior Slope
CarpentersBlocks:blockCarpentersSlope:3, Carpenter's Prism Slope
CarpentersBlocks:blockCarpentersSlope:4, Carpenter's Prism Wedge Slope
CarpentersBlocks:blockCarpentersStairs, Carpenter's Stairs
CarpentersBlocks:blockCarpentersTorch, Carpenter's Torch
tfcadditions:StoneMMDent:0, Quartzite with Outline
tfcadditions:StoneMMDent:1, Slate with Outline
tfcadditions:StoneMMDent:2, Phyllite with Outline
tfcadditions:StoneMMDent:3, Schist with Outline
tfcadditions:StoneMMDent:4, Gneiss with Outline
tfcadditions:StoneMMDent:5, Marble with Outline
tfcadditions:StoneMMDentSmall:0, Quartzite with small Outline
tfcadditions:StoneMMDentSmall:1, Slate with small Outline
tfcadditions:StoneMMDentSmall:2, Phyllite with small Outline
tfcadditions:StoneMMDentSmall:3, Schist with small Outline
tfcadditions:StoneMMDentSmall:4, Gneiss with small Outline
tfcadditions:StoneMMDentSmall:5, Marble with small Outline
tfcadditions:StoneIGEXDent:0, Rhyolite with Outline
tfcadditions:StoneIGEXDent:1, Basalt with Outline
tfcadditions:StoneIGEXDent:2, Andesite with Outline
tfcadditions:StoneIGEXDent:3, Dacite with Outline
tfcadditions:StoneIGEXDentSmall:0, Rhyolite with small Outline
tfcadditions:StoneIGEXDentSmall:1, Basalt with small Outline
tfcadditions:StoneIGEXDentSmall:2, Andesite with small Outline
tfcadditions:StoneIGEXDentSmall:3, Dacite with small Outline
tfcadditions:StoneIGINDent:0, Granite with Outline
tfcadditions:StoneIGINDent:1, Diorite with Outline
tfcadditions:StoneIGINDent:2, Gabbro with Outline
tfcadditions:StoneIGINDentSmall:0, Granite with small Outline
tfcadditions:StoneIGINDentSmall:1, Diorite with small Outline
tfcadditions:StoneIGINDentSmall:2, Gabbro with small Outline
tfcadditions:StoneSEDDent:0, Shale with Outline
tfcadditions:StoneSEDDent:1, Claystone with Outline
tfcadditions:StoneSEDDent:2, Rock Salt with Outline
tfcadditions:StoneSEDDent:3, Limestone with Outline
tfcadditions:StoneSEDDent:4, Conglomerate with Outline
tfcadditions:StoneSEDDent:5, Dolomite with Outline
tfcadditions:StoneSEDDent:6, Chert with Outline
tfcadditions:StoneSEDDent:7, Chalk with Outline
tfcadditions:StoneSEDDentSmall:0, Shale with small Outline
tfcadditions:StoneSEDDentSmall:1, Claystone with small Outline
tfcadditions:StoneSEDDentSmall:2, Rock Salt with small Outline
tfcadditions:StoneSEDDentSmall:3, Limestone with small Outline
tfcadditions:StoneSEDDentSmall:4, Conglomerate with small Outline
tfcadditions:StoneSEDDentSmall:5, Dolomite with small Outline
tfcadditions:StoneSEDDentSmall:6, Chert with small Outline
tfcadditions:StoneSEDDentSmall:7, Chalk with small Outline
tfcadditions:OutlinedPlanks:0, Oak with Outline
tfcadditions:OutlinedPlanks:1, Aspen with Outline
tfcadditions:OutlinedPlanks:2, Birch with Outline
tfcadditions:OutlinedPlanks:3, Chestnut with Outline
tfcadditions:OutlinedPlanks:4, Douglas Fir with Outline
tfcadditions:OutlinedPlanks:5, Hickory with Outline
tfcadditions:OutlinedPlanks:6, Maple with Outline
tfcadditions:OutlinedPlanks:7, Ash with Outline
tfcadditions:OutlinedPlanks:8, Pine with Outline
tfcadditions:OutlinedPlanks:9, Sequoia with Outline
tfcadditions:OutlinedPlanks:10, Spruce with Outline
tfcadditions:OutlinedPlanks:11, Sycamore with Outline
tfcadditions:OutlinedPlanks:12, White Cedar with Outline
tfcadditions:OutlinedPlanks:13, White Elm with Outline
tfcadditions:OutlinedPlanks:14, Willow with Outline
tfcadditions:OutlinedPlanks:15, Kapok with Outline
tfcadditions:OutlinedPlanks2:0, Acacia with Outline
tfcadditions:LargePlanks:0, Oak Large Planks
tfcadditions:LargePlanks:1, Aspen Large Planks
tfcadditions:LargePlanks:2, Birch Large Planks
tfcadditions:LargePlanks:3, Chestnut Large Planks
tfcadditions:LargePlanks:4, Douglas Fir Large Planks
tfcadditions:LargePlanks:5, Hickory Large Planks
tfcadditions:LargePlanks:6, Maple Large Planks
tfcadditions:LargePlanks:7, Ash Large Planks
tfcadditions:LargePlanks:8, Pine Large Planks
tfcadditions:LargePlanks:9, Sequoia Large Planks
tfcadditions:LargePlanks:10, Spruce Large Planks
tfcadditions:LargePlanks:11, Sycamore Large Planks
tfcadditions:LargePlanks:12, White Cedar Large Planks
tfcadditions:LargePlanks:13, White Elm Large Planks
tfcadditions:LargePlanks:14, Willow Large Planks
tfcadditions:LargePlanks:15, Kapok Large Planks
tfcadditions:LargePlanks2:0, Acacia Large Planks
tfcadditions:ParquetPlanks:0, Oak Parquet
tfcadditions:ParquetPlanks:1, Aspen Parquet
tfcadditions:ParquetPlanks:2, Birch Parquet
tfcadditions:ParquetPlanks:3, Chestnut Parquet
tfcadditions:ParquetPlanks:4, Douglas Fir Parquet
tfcadditions:ParquetPlanks:5, Hickory Parquet
tfcadditions:ParquetPlanks:6, Maple Parquet
tfcadditions:ParquetPlanks:7, Ash Parquet
tfcadditions:ParquetPlanks:8, Pine Parquet
tfcadditions:ParquetPlanks:9, Sequoia Parquet
tfcadditions:ParquetPlanks:10, Spruce Parquet
tfcadditions:ParquetPlanks:11, Sycamore Parquet
tfcadditions:ParquetPlanks:12, White Cedar Parquet
tfcadditions:ParquetPlanks:13, White Elm Parquet
tfcadditions:ParquetPlanks:14, Willow Parquet
tfcadditions:ParquetPlanks:15, Kapok Parquet
tfcadditions:ParquetPlanks2:0, Acacia Parquet
tfcadditions:VerticalPlanks:0, Oak Vertical Planks
tfcadditions:VerticalPlanks:1, Aspen Vertical Planks
tfcadditions:VerticalPlanks:2, Birch Vertical Planks
tfcadditions:VerticalPlanks:3, Chestnut Vertical Planks
tfcadditions:VerticalPlanks:4, Douglas Fir Vertical Planks
tfcadditions:VerticalPlanks:5, Hickory Vertical Planks
tfcadditions:VerticalPlanks:6, Maple Vertical Planks
tfcadditions:VerticalPlanks:7, Ash Vertical Planks
tfcadditions:VerticalPlanks:8, Pine Vertical Planks
tfcadditions:VerticalPlanks:9, Sequoia Vertical Planks
tfcadditions:VerticalPlanks:10, Spruce Vertical Planks
tfcadditions:VerticalPlanks:11, Sycamore Vertical Planks
tfcadditions:VerticalPlanks:12, White Cedar Vertical Planks
tfcadditions:VerticalPlanks:13, White Elm Vertical Planks
tfcadditions:VerticalPlanks:14, Willow Vertical Planks
tfcadditions:VerticalPlanks:15, Kapok Vertical Planks
tfcadditions:VerticalPlanks2:0, Acacia Vertical Planks
DecorationsTFC:Lantern.Copper:0, Copper Lantern
DecorationsTFC:Lantern.Bronze:0, Bronze Lantern
DecorationsTFC:Lantern.BismuthBronze:0, Bismuth Bronze Lantern
DecorationsTFC:Lantern.BlackBronze:0, Black Bronze Lantern
DecorationsTFC:Lantern.Brass:0, Brass Lantern
DecorationsTFC:Lantern.Lead:0, Lead Lantern
DecorationsTFC:Lantern.Gold:0, Gold Lantern
DecorationsTFC:Lantern.RoseGold:0, Rose Gold Lantern
DecorationsTFC:Lantern.Silver:0, Silver Lantern
DecorationsTFC:Lantern.SterlingSilver:0, Sterling Silver Lantern
DecorationsTFC:Lantern.Platinum:0, Platinum Lantern
DecorationsTFC:Lantern.WroughtIron:0, Wrought Iron Lantern
DecorationsTFC:Gem.Chipped, Chipped Gem
DecorationsTFC:Gem.Flawed, Flawed Gem
DecorationsTFC:Gem.Normal, Normal Gem
DecorationsTFC:Gem.Flawless, Flawless Gem
DecorationsTFC:Gem.Exquisite, Exquisite Gem
DecorationsTFC:Alabaster:0, Alabaster
DecorationsTFC:Alabaster:1, Alabaster
DecorationsTFC:Alabaster:2, Alabaster
DecorationsTFC:Alabaster:3, Alabaster
DecorationsTFC:Alabaster:4, Alabaster
DecorationsTFC:Alabaster:5, Alabaster
DecorationsTFC:Alabaster:6, Alabaster
DecorationsTFC:Alabaster:7, Alabaster
DecorationsTFC:Alabaster:8, Alabaster
DecorationsTFC:Alabaster:9, Alabaster
DecorationsTFC:Alabaster:10, Alabaster
DecorationsTFC:Alabaster:11, Alabaster
DecorationsTFC:Alabaster:12, Alabaster
DecorationsTFC:Alabaster:13, Alabaster
DecorationsTFC:Alabaster:14, Alabaster
DecorationsTFC:Alabaster:15, Alabaster
DecorationsTFC:MudBrickRaw.Granite:0, Granite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Granite:1, Granite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Diorite:0, Diorite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Diorite:1, Diorite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Gabbro:0, Gabbro Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Gabbro:1, Gabbro Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Shale:0, Shale Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Shale:1, Shale Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Claystone:0, Claystone Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Claystone:1, Claystone Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.RockSalt:0, Rock Salt Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.RockSalt:1, Rock Salt Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Limestone:0, Limestone Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Limestone:1, Limestone Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Conglomerate:0, Conglomerate Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Conglomerate:1, Conglomerate Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Dolomite:0, Dolomite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Dolomite:1, Dolomite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Chert:0, Chert Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Chert:1, Chert Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Chalk:0, Chalk Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Chalk:1, Chalk Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Rhyolite:0, Rhyolite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Rhyolite:1, Rhyolite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Basalt:0, Basalt Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Basalt:1, Basalt Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Andesite:0, Andesite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Andesite:1, Andesite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Dacite:0, Dacite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Dacite:1, Dacite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Quartzite:0, Quartzite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Quartzite:1, Quartzite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Slate:0, Slate Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Slate:1, Slate Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Phyllite:0, Phyllite Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Phyllite:1, Phyllite Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Schist:0, Schist Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Schist:1, Schist Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Gneiss:0, Gneiss Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Gneiss:1, Gneiss Mud Brick (Dry)
DecorationsTFC:MudBrickRaw.Marble:0, Marble Mud Brick (Wet)
DecorationsTFC:MudBrickRaw.Marble:1, Marble Mud Brick (Dry)
DecorationsTFC:MudBricks:0, Granite Mud Bricks
DecorationsTFC:MudBricks:1, Diorite Mud Bricks
DecorationsTFC:MudBricks:2, Gabbro Mud Bricks
DecorationsTFC:MudBricks:3, Shale Mud Bricks
DecorationsTFC:MudBricks:4, Claystone Mud Bricks
DecorationsTFC:MudBricks:5, tile.MudBricks.Rock Salt.name
DecorationsTFC:MudBricks:6, Limestone Mud Bricks
DecorationsTFC:MudBricks:7, Conglomerate Mud Bricks
DecorationsTFC:MudBricks:8, Dolomite Mud Bricks
DecorationsTFC:MudBricks:9, Chert Mud Bricks
DecorationsTFC:MudBricks:10, Chalk Mud Bricks
DecorationsTFC:MudBricks:11, Rhyolite Mud Bricks
DecorationsTFC:MudBricks:12, Basalt Mud Bricks
DecorationsTFC:MudBricks:13, Andesite Mud Bricks
DecorationsTFC:MudBricks:14, Dacite Mud Bricks
DecorationsTFC:MudBricks:15, Quartzite Mud Bricks
DecorationsTFC:MudBricks2:0, Slate Mud Bricks
DecorationsTFC:MudBricks2:1, Phyllite Mud Bricks
DecorationsTFC:MudBricks2:2, Schist Mud Bricks
DecorationsTFC:MudBricks2:3, Gneiss Mud Bricks
DecorationsTFC:MudBricks2:4, Marble Mud Bricks
MerchantsTFC:Stall, Oak Stall
MerchantsTFC:Stall.Aspen, Aspen Stall
MerchantsTFC:Stall.Birch, Birch Stall
MerchantsTFC:Stall.Chestnut, Chestnut Stall
MerchantsTFC:Stall.Douglas Fir, Douglas Fir Stall
MerchantsTFC:Stall.Hickory, Hickory Stall
MerchantsTFC:Stall.Maple, Maple Stall
MerchantsTFC:Stall.Ash, Ash Stall
MerchantsTFC:Stall.Pine, Pine Stall
MerchantsTFC:Stall.Sequoia, Sequoia Stall
MerchantsTFC:Stall.Spruce, Spruce Stall
MerchantsTFC:Stall.Sycamore, Sycamore Stall
MerchantsTFC:Stall.White Cedar, White Cedar Stall
MerchantsTFC:Stall.White Elm, White Elm Stall
MerchantsTFC:Stall.Willow, Willow Stall
MerchantsTFC:Stall.Kapok, Kapok Stall
MerchantsTFC:Stall.Acacia, Acacia Stall
MerchantsTFC:Stall.greatwood, tile.Stall.greatwood.name
MerchantsTFC:Stall.silverwood, tile.Stall.silverwood.name
MerchantsTFC:Warehouse:0, Oak Warehouse
MerchantsTFC:Warehouse:1, Aspen Warehouse
MerchantsTFC:Warehouse:2, Birch Warehouse
MerchantsTFC:Warehouse:3, Chestnut Warehouse
MerchantsTFC:Warehouse:4, Douglas Fir Warehouse
MerchantsTFC:Warehouse:5, Hickory Warehouse
MerchantsTFC:Warehouse:6, Maple Warehouse
MerchantsTFC:Warehouse:7, Ash Warehouse
MerchantsTFC:Warehouse:8, Pine Warehouse
MerchantsTFC:Warehouse:9, Sequoia Warehouse
MerchantsTFC:Warehouse:10, Spruce Warehouse
MerchantsTFC:Warehouse:11, Sycamore Warehouse
MerchantsTFC:Warehouse:12, White Cedar Warehouse
MerchantsTFC:Warehouse:13, White Elm Warehouse
MerchantsTFC:Warehouse:14, Willow Warehouse
MerchantsTFC:Warehouse:15, Kapok Warehouse
MerchantsTFC:Warehouse2:0, Acacia Warehouse
MerchantsTFC:Warehouse2:1, tile.Warehouse2.greatwood.name
MerchantsTFC:Warehouse2:2, tile.Warehouse2.silverwood.name
MerchantsTFC:StorageRack:0, Oak Storage Rack
MerchantsTFC:StorageRack:1, Aspen Storage Rack
MerchantsTFC:StorageRack:2, Birch Storage Rack
MerchantsTFC:StorageRack:3, Chestnut Storage Rack
MerchantsTFC:StorageRack:4, Douglas Fir Storage Rack
MerchantsTFC:StorageRack:5, Hickory Storage Rack
MerchantsTFC:StorageRack:6, Maple Storage Rack
MerchantsTFC:StorageRack:7, Ash Storage Rack
MerchantsTFC:StorageRack:8, Pine Storage Rack
MerchantsTFC:StorageRack:9, Sequoia Storage Rack
MerchantsTFC:StorageRack:10, Spruce Storage Rack
MerchantsTFC:StorageRack:11, Sycamore Storage Rack
MerchantsTFC:StorageRack:12, White Cedar Storage Rack
MerchantsTFC:StorageRack:13, White Elm Storage Rack
MerchantsTFC:StorageRack:14, Willow Storage Rack
MerchantsTFC:StorageRack:15, Kapok Storage Rack
MerchantsTFC:StorageRack2:0, Acacia Storage Rack
MerchantsTFC:StorageRack2:1, tile.StorageRack2.greatwood.name
MerchantsTFC:StorageRack2:2, tile.StorageRack2.silverwood.name
MerchantsTFC:AnvilDie.Copper, Copper Anvil Die
MerchantsTFC:AnvilDie.Copper2, Copper Anvil Die
MerchantsTFC:AnvilDie.Bronze, Bronze Anvil Die
MerchantsTFC:AnvilDie.Bronze2, Bronze Anvil Die
MerchantsTFC:AnvilDie.BismuthBronze, Bismuth Bronze Anvil Die
MerchantsTFC:AnvilDie.BismuthBronze2, Bismuth Bronze Anvil Die
MerchantsTFC:AnvilDie.BlackBronze, Black Bronze Anvil Die
MerchantsTFC:AnvilDie.BlackBronze2, Black Bronze Anvil Die
MerchantsTFC:AnvilDie.Brass, Brass Anvil Die
MerchantsTFC:AnvilDie.Brass2, Brass Anvil Die
MerchantsTFC:AnvilDie.Lead, Lead Anvil Die
MerchantsTFC:AnvilDie.Lead2, Lead Anvil Die
MerchantsTFC:AnvilDie.Gold, Gold Anvil Die
MerchantsTFC:AnvilDie.Gold2, Gold Anvil Die
MerchantsTFC:AnvilDie.RoseGold, Rose Gold Anvil Die
MerchantsTFC:AnvilDie.RoseGold2, Rose Gold Anvil Die
MerchantsTFC:AnvilDie.Silver, Silver Anvil Die
MerchantsTFC:AnvilDie.Silver2, Silver Anvil Die
MerchantsTFC:AnvilDie.SterlingSilver, Sterling Silver Anvil Die
MerchantsTFC:AnvilDie.SterlingSilver2, Sterling Silver Anvil Die
MerchantsTFC:AnvilDie.Platinum, Platinum Anvil Die
MerchantsTFC:AnvilDie.Platinum2, Platinum Anvil Die
MerchantsTFC:AnvilDie.WroughtIron, Wrought Iron Anvil Die
MerchantsTFC:AnvilDie.WroughtIron2, Wrought Iron Anvil Die
MerchantsTFC:AnvilDie.Nickel, Nickel Anvil Die
MerchantsTFC:AnvilDie.Nickel2, Nickel Anvil Die
MerchantsTFC:AnvilDie.Steel, Steel Anvil Die
MerchantsTFC:AnvilDie.Steel2, Steel Anvil Die
MerchantsTFC:AnvilDie.BlackSteel, Black Steel Anvil Die
MerchantsTFC:AnvilDie.BlackSteel2, Black Steel Anvil Die
MerchantsTFC:AnvilDie.BlueSteel, Blue Steel Anvil Die
MerchantsTFC:AnvilDie.BlueSteel2, Blue Steel Anvil Die
MerchantsTFC:AnvilDie.RedSteel, Red Steel Anvil Die
MerchantsTFC:AnvilDie.RedSteel2, Red Steel Anvil Die
terrafirmastuff:clayRaw:0, Clay Block
terrafirmastuff:clayRawColor:0, White Clay Block
terrafirmastuff:clayRawColor:1, Orange Clay Block
terrafirmastuff:clayRawColor:2, Magenta Clay Block
terrafirmastuff:clayRawColor:3, Light Blue Clay Block
terrafirmastuff:clayRawColor:4, Yellow Clay Block
terrafirmastuff:clayRawColor:5, Lime Clay Block
terrafirmastuff:clayRawColor:6, Pink Clay Block
terrafirmastuff:clayRawColor:7, Gray Clay Block
terrafirmastuff:clayRawColor:8, Light Gray Clay Block
terrafirmastuff:clayRawColor:9, Cyan Clay Block
terrafirmastuff:clayRawColor:10, Purple Clay Block
terrafirmastuff:clayRawColor:11, Blue Clay Block
terrafirmastuff:clayRawColor:12, Brown Clay Block
terrafirmastuff:clayRawColor:13, Green Clay Block
